,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,target
2743,13075,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,2,1960,0,   .,13216,0
2744,18629,2012,"0,50273224",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,250,2,1950,0.3,3,51108,0
2745,18883,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,3051,4,1980,0,8,75117,1
2746,4719,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1505,1,1988,0,   .,74298,0
2747,13954,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250,2,1960,0,   .,83137,0
2748,6968,2013,"0,41369863",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,2,1980,0,   .,13001,0
2749,10124,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,400,2,1940,0,4,13215,0
2750,4682,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,620,4,,0,   .,75120,1
2751,5041,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650,2,1960,0,   .,13208,0
2752,12089,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2512,2,1960,0,   .,13206,1
2753,5223,2014,"0,915068493",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,1960,0,   .,13209,0
2754,11596,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,2973,1,1974,0.3,3,13077,0
2755,18353,2013,"0,161643836",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,495,1,1700,0.3,4,71543,0
2756,11962,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2906,1,1988,0,   .,50565,1
2757,6718,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600,2,1960,0,   .,34032,1
2758,10471,2013,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,600,2,1950,0.6,3,76351,0
2759,4604,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,630,2,1960,0,   .,62108,0
2760,14902,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,2,1960,0,   .,13207,0
2761,7126,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1350,1,1930,0,5,54322,0
2762,11736,2014,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1620,3,1960,0,   .,94067,0
2763,1618,2014,"0,131506849",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,640,2,1960,0,   .,13211,0
2764,10712,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1485,3,1930,0,7,93001,1
2765,947,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,280,2,1900,0,3,83049,0
2766,10854,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,3,,0,   .,92048,0
2767,4858,2012,"0,928961749",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,4,,0,   .,75118,0
2768,2491,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1427,2,1940,0,6,13202,0
2769,18079,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1010,2,1953,0.3,3,31555,0
2770,4630,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2200,1,2000,0,3,35288,0
2771,7073,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1360,1,1960,0,   .,42187,0
2772,15751,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,2700,4,1940,0,7,75105,1
2773,18115,2014,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,V,2,6300,4,1975,0.3,7,6033,1
2774,813,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,375,3,,0,   .,33069,0
2775,3627,2014,"0,284931507",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300,4,1988,0,   .,6907,0
2776,2770,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,280,4,1900,0,3,6069,0
2777,6864,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,360,3,1960,0,   .,94033,0
2778,19225,2014,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,7015,1,1964,0.3,4,13005,1
2779,16500,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,6162,1,2008,0.6,5,54323,1
2780,8173,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2400,3,,0,   .,2B033,1
2781,13413,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750,2,1988,0,   .,62571,0
2782,17689,2012,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,6920,1,1971,0,4,27229,1
2783,13415,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,660,1,1920,0.6,3,17300,0
2784,3774,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2200,1,1988,0,   .,5065,0
2785,17825,2013,"0,495890411",1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,2830,2,1970,0.3,3,83137,0
2786,7960,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280,3,1960,0,   .,83137,0
2787,87,2013,"0,37260274",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2250,1,1960,0,   .,88465,1
2788,6693,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,815,2,1989,0.3,4,66124,0
2789,7333,2013,1,1,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,pi,2,1100,3,1930,0.6,5,67482,1
2790,8378,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,3,1960,0,   .,2A004,0
2791,7020,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250,2,1988,0,   .,38253,0
2792,9721,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,260,2,,0,   .,13205,0
2793,14089,2016,"0,245901639",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,430,2,1960,0,   .,42218,0
2794,7218,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,860,4,1988,0,   .,6123,0
2795,7006,2013,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10,4,1980,0,   .,6006,0
2796,19503,2016,"0,967213115",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,470,2,2014,0.6,2,65440,0
2797,4715,2013,"0,715068493",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280,1,1960,0,   .,58194,0
2798,14343,2014,"0,446575342",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2700,2,1960,0.3,4,76351,0
2799,18021,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2266,1,1977,0,4,27229,0
2800,9042,2014,"0,561643836",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,38,2,1980,0,   .,77288,0
2801,9625,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,760,2,1960,0,   .,13206,0
2802,5022,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,3,,0,   .,93059,0
2803,18482,2012,"0,672131148",0,V,N,3,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,base,1,550,1,1900,0,3,16015,0
2804,9393,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750,4,,0,   .,75111,1
2805,17432,2013,"0,495890411",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2875,2,1970,0,7,78383,1
2806,14688,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2515,4,1960,0,   .,75117,1
2807,15,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,700,2,1930,0,3,13216,0
2808,13652,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250,2,1960,0,   .,64122,0
2809,5520,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1600,2,1988,0.3,5,62826,0
2810,2312,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,2,1980,0,   .,38931,0
2811,3996,2016,"0,464480874",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3245,3,1980,0,   .,94041,1
2812,12495,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,3,1960,0,   .,59599,0
2813,14564,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2160,4,1971,0,4,6083,1
2814,9242,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1274,1,,0,   .,59183,0
2815,8352,2013,"0,835616438",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2620,3,1970,0.3,2,2A130,0
2816,18188,2016,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3750,1,1978,0,5,33063,0
2817,16068,2015,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,pi,1,325,2,1920,0,5,26362,0
2818,7819,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660,1,,0,   .,35288,0
2819,77,2013,"0,580821918",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1740,2,1960,1,6,62826,0
2820,6810,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,134,2,1960,0,   .,31555,0
2821,19019,2015,"0,997260274",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,16500,1,1970,0.6,>=10,91286,1
2822,7938,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1988,0,   .,42218,0
2823,18857,2013,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,8100,1,1965,0,9,10387,1
2824,4254,2015,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,3674,1,1983,0,5,74173,1
2825,5999,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2647,2,,0,   .,69387,1
2826,7194,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,2,1960,0,   .,13207,0
2827,8792,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,800,2,1950,0.6,3,59389,0
2828,17570,2012,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2250,3,1960,0,7,94068,1
2829,14932,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,930,4,1960,0,   .,75111,1
2830,13862,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,690,1,1960,0,   .,42119,0
2831,1831,2013,"0,747945205",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4070,1,1980,0,   .,54304,1
2832,15362,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,300,3,1900,0,2,92040,0
2833,4062,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,1,1980,0,   .,88413,0
2834,10738,2014,"0,838356164",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,980,1,1980,0,   .,86194,0
2835,4046,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5500,4,1980,0,   .,6083,1
2836,12554,2015,0,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,195,3,1980,0,3,94076,0
2837,19200,2016,"0,390710383",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,7332,4,1969,0.3,3,6011,1
2838,6574,2013,"0,78630137",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,3,1960,0,   .,92073,0
2839,7371,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4600,1,1988,0,   .,21617,1
2840,10815,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,626,3,1960,0,   .,33063,0
2841,6768,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1360,2,1960,0,   .,25127,1
2842,7241,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2300,1,1988,0,   .,74042,1
2843,5791,2015,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,693,1,,0,   .,13004,0
2844,17135,2015,"0,983561644",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1360,4,1920,0.3,7,75115,1
2845,19270,2016,"0,99726776",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,205,3,1999,0.3,3,93048,0
2846,8001,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3024,2,,0,   .,60338,1
2847,15696,2012,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3737,1,2009,0,2,27229,0
2848,10504,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,499,2,,0,   .,80021,0
2849,13288,2015,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,445,2,1830,0,4,69034,0
2850,2629,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2414,2,1960,0,   .,44109,1
2851,16451,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1612,1,1950,0,5,35288,0
2852,12038,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950,2,,0,   .,38229,0
2853,8258,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2950,3,,0,   .,2B033,1
2854,7555,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2076,4,1960,0,   .,75109,1
2855,1429,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3757,2,1980,0,   .,34902,1
2856,3931,2015,"0,671232877",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1100,4,1980,0.6,4,6083,1
2857,8170,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1622,3,,0,   .,2B033,1
2858,19004,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1560,2,1976,0,4,65017,0
2859,10277,2013,"0,832876712",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2759,2,1988,0,   .,83061,1
2860,6941,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3050,2,1980,0,   .,83933,1
2861,146,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,3200,2,1977,0,4,83101,1
2862,7348,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,275,1,1948,0.6,4,35288,0
2863,7076,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,710,2,1988,0,   .,67463,0
2864,9707,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1353,1,1980,0,   .,63075,0
2865,18957,2012,"0,084699454",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,13004,2,1984,0.3,4,66037,1
2866,7370,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4600,1,1988,0,   .,21617,1
2867,13869,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,550,4,1930,0,3,6088,1
2868,16857,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1030,4,1900,0,8,75113,1
2869,12888,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,8465,2,2007,0,9,44109,1
2870,9080,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,360,3,,0,   .,59350,0
2871,4140,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3767,1,1980,0,   .,74010,1
2872,13768,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4600,1,1960,0,   .,58194,1
2873,14949,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,3300,2,1958,0,6,76259,1
2874,2003,2016,"0,994535519",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2027,1,1997,0.6,3,84007,0
2875,6416,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,2,1980,0,   .,56121,0
2876,4885,2016,"0,180327869",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650,2,1960,0,   .,13201,0
2877,16218,2013,"0,41369863",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,441,2,1940,0,5,13206,0
2878,8869,2013,"0,161643836",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2390,4,,0,   .,6108,1
2879,9446,2012,"0,24863388",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000,4,,0,   .,6088,1
2880,3611,2013,"0,161643836",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280,2,,0,   .,64024,0
2881,14406,2015,1,0,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1250,4,1961,0,4,6088,1
2882,17189,2016,"0,994535519",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3145,2,2011,0,1,78242,0
2883,18785,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,10142,3,1975,0,9,92012,1
2884,7104,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1350,2,1971,0.6,4,64260,0
2885,5379,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,1,1980,0,   .,43157,0
2886,2306,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,500,2,1970,0,3,82121,0
2887,13628,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1120,2,1960,0,   .,68224,0
2888,14341,2012,0,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2700,2,1960,0.3,4,76351,0
2889,4376,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,600,3,1930,0,3,94041,0
2890,3943,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1580,1,1980,0,   .,16102,0
2891,15778,2012,"0,057377049",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,450,2,1950,0,3,13206,0
2892,13102,2015,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,580,2,1960,0,3,60139,0
2893,10780,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,180,2,1960,0,   .,44109,0
2894,19342,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,260,3,1925,0,2,33063,0
2895,1961,2016,"0,745901639",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1620,4,1980,0,   .,6088,1
2896,19224,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,580,1,1950,0,5,73171,0
2897,6747,2013,"0,084931507",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150,1,1988,0,   .,10387,0
2898,2081,2014,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,2788,2,1966,0,7,38567,1
2899,15261,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1382,2,2008,0,6,83123,0
2900,16207,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,518,2,2009,0,3,68021,0
2901,7954,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,3,1960,0,   .,83137,0
2902,7670,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3084,4,1960,0,   .,75116,1
2903,6560,2013,"0,843835616",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3000,3,1980,0,   .,38185,1
2904,318,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,10900,1,1950,0,5,84087,1
2905,14978,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,12500,2,1970,0.6,4,13209,1
2906,11527,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1957,1,1980,0,   .,43157,0
2907,16243,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,300,2,1980,0.3,2,30313,0
2908,7315,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,1,1988,0,   .,91174,0
2909,10045,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1600,1,2000,0,5,63075,0
2910,1569,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,3,1980,0,   .,38185,0
2911,8469,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,580,4,1950,0,3,6159,0
2912,4116,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,565,2,1988,0,   .,82121,0
2913,4577,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,640,2,1960,0,   .,13202,0
2914,464,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1702,1,1980,0,   .,87085,0
2915,1917,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,406,2,1960,0,   .,34032,0
2916,5539,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1315,2,1960,0,   .,26362,1
2917,7404,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,505,3,1950,0,4,92035,0
2918,9402,2012,"0,781420765",1,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1999,V,   .,,0
2919,18609,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2475,2,1978,0,3,83009,0
2920,13514,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,1988,0,   .,62916,0
2921,8832,2013,"0,832876712",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,6530,4,1970,0,>=10,6012,1
2922,18876,2016,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,360,2,1930,0,4,13206,0
2923,8714,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400,3,,0,   .,38185,0
2924,3647,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,970,4,1950,0.6,4,6083,1
2925,7817,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,1980,0,   .,31555,0
2926,12389,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,620,2,1960,0,   .,38053,0
2927,4397,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950,3,1960,0,   .,94041,0
2928,9165,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4250,2,,0,   .,59378,1
2929,15594,2015,"0,739726027",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1069,3,2009,0,3,2B087,0
2930,1221,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,6730,1,1970,0.3,8,87085,1
2931,6514,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1618,1,1960,0,   .,61145,0
2932,15595,2012,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4207,3,2009,0,4,2B033,1
2933,4379,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1880,2,1960,0,   .,13209,1
2934,10810,2016,"0,994535519",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,499,3,1960,0,   .,33063,0
2935,6570,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,760,2,1960,0,   .,13206,0
2936,6730,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5000,3,1960,0,   .,67482,1
2937,8647,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1246,1,1980,0,   .,49099,0
2938,12941,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1660,1,1960,0,   .,35288,0
2939,448,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2300,1,1988,0,   .,86194,1
2940,9390,2013,"0,41369863",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,,0,   .,95582,0
2941,17461,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1360,2,2011,0,2,62025,0
2942,8500,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4393,4,,0,   .,6029,1
2943,4514,2016,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1325,4,1980,0,   .,6083,1
2944,3878,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1550,2,1980,0,   .,14118,1
2945,4656,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100,1,1980,0,   .,45087,0
2946,4225,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3248,4,1900,0,6,75103,1
2947,19791,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,3400,2,2015,0,5,69259,1
2948,3250,2014,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300,3,,0,   .,38185,0
2949,4866,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,3,1960,0,   .,33063,0
